id	nombre	pais  	Departamento	municipio	latitud	longitud	fecha_inicial	localidad
776910	NA_NA	BR	Amazonas	NA	1.51	-68.71	NA	Municipio de São Gabriel da Cachoeira. Rio Içana. Comunidade Jandu Cachoeira. Secondary forest on sandy loam in campinarana (white sand) matrix. Along path near small stream bed.
776911	NA_NA	BR	Amazonas	NA	1.51	-68.71	NA	Muncipio São Gabriel da Cachoeira. Rio Içana. Comunidade Jandu Cachoeira. Secondary forest on sandy loam in campinarana (white sand) matrix. Along path near small stream bed. N 1º 30.491' W 68º 42.797'.
777400	Scleria_cyperina	BR	Amazonas	NA	1.47	-68	NA	"Iauareté, SA-19-VB."
777685	Eufriesea_laniventris	BR	Amazonas	NA	1.1296	-67.2	NA	Fonte Boa
777908	Lystra_lanata	BR	NA	NA	1.0830556	-67.61667	NA	"Santarem, Amazonas, Amazonas"
779063	Leandra_rhodopogon	BR	Amazonas	NA	1.47	-68	NA	Uaupés.
779126	NA_NA	BR	Amazonas	NA	1.12	-67.73	NA	Rio Pacimoni
779133	NA_NA	BR	Amazonas	NA	1.47	-68	NA	Uaupés.
779909	Tococa_subciliata	BR	Amazonas	NA	1	-67.2	NA	"Cucui, Rio Xie"
780882	NA_NA	BR	Amazonas	NA	1	-67.2	NA	"Upper Rio Negro; Cucuí; Rio Xié, 1 hr. upstream from mouth by motorboat."
780893	NA_NA	BR	NA	NA	1.2	-67.85	NA	"Igarape Arraia, Para"
781121	NA_NA	BR	Amazonas	NA	1.47	-68	NA	Uaupés.
781262	NA_NA	BR	Amazonas	NA	1.47	-68	NA	Uaupés.
781381	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781382	Lonchogenys_ilisha	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781383	Trachydoras_microstomus	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781384	Amblydoras_bolivarensis	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781385	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781386	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781387	Bivibranchia_fowleri	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781388	Moenkhausia_oligolepis	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781389	Microphilypnus_amazonicus	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781390	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781391	Microschemobrycon_casiquiare	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781392	Microschemobrycon_casiquiare	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781393	Lonchogenys_ilisha	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781395	Lonchogenys_ilisha	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781396	Trachydoras_microstomus	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781397	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781398	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781399	Acestrocephalus_sardina	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781400	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781401	Creagrutus_maxillaris	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781402	Amblydoras_affinis	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781403	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781404	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781405	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781406	Creagrutus_maxillaris	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781407	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
781408	NA_NA	BR	Amazonas	NA	1.2	-66.85	NA	"Cucui, sandbank on Colombian border."
37751	Caprimulgus_rufus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Goajiro; camp #1
37752	Arremonops_tocuyensis	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero
37755	Hypnelus_ruficollis	VE	Zulia	NA	11.37	-72.07	NA	0 km from: Guarero; Carretal
37757	Sakesphorus_canadensis	VE	Zulia	NA	11.37	-72.07	NA	0 km from: Guarero; Carretal
37758	Sporophila_lineola	VE	Zulia	NA	11.05	-72.03	NA	NA
37759	Crypturellus_noctivagus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Dto. Guajara; camp #2
37760	Sporophila_lineola	VE	Zulia	NA	11.05	-72.03	NA	NA
37761	Myiarchus_venezuelensis	VE	Zulia	NA	11.15	-72.23	NA	from: Sw Mision Guana
37762	Caprimulgus_rufus	VE	Zulia	NA	11.37	-72.07	NA	0 km from: near Guarero; Carretal
37763	Sporophila_lineola	VE	Zulia	NA	11.05	-72.03	NA	NA
37766	Coccyzus_americanus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guanero (goajira)
37767	Vireo_olivaceus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; camp #1
37770	Arremonops_tocuyensis	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Camp #2
37772	Turdus_fumigatus	VE	Zulia	NA	11.05	-72.03	NA	NA
37773	Coccyzus_americanus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Camp #1
37775	Leptotila_verreauxi	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Guajira; camp #1
37776	Geranospiza_caerulescens	VE	Zulia	NA	11.37	-72.07	NA	15 km NW from: Guarero; Guajira; camp #1
37777	Sakesphorus_melanonotus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Goajara; camp #1
37779	Sakesphorus_canadensis	VE	Zulia	NA	11.05	-72.03	NA	NA
37782	Hemitriccus_margaritaceiventer	VE	Zulia	NA	11.37	-72.07	NA	5 km SW from: Guarero; Goajira; camp #1
37786	Cyanocompsa_cyanoides	VE	Zulia	NA	11.05	-72.03	NA	NA
37791	Sakesphorus_canadensis	VE	Zulia	NA	11.05	-72.03	NA	NA
37792	Sporophila_lineola	VE	Zulia	NA	11.05	-72.03	NA	NA
37793	Myiarchus_panamensis	VE	Zulia	NA	11.15	-72.23	NA	15 km S from: Mision Guana
37795	Crypturellus_noctivagus	VE	Zulia	NA	11.37	-72.07	NA	15 km SW from: Guarero; Dto. Guajara; camp #1
37811	Acalypha_diversifolia	VE	V	NA	11.02	-72.3	NA	"Dto. Mara, 3 km WSW of Corpozulia"
37814	Cecropia_schreberiana	VE	Zulia	NA	11.03	-72.29	NA	"Distrito Mara: pastured valley along road, near Hacienda Rancho 55, 2 1/2 km west of Corpozulia Campamento Carichuano."
37815	Ixora_floribunda	VE	Zulia	NA	11.07	-72.3	NA	"Distrito Mara: Cerro Cinco de Julio, lower eastern slopes along Caño Roblecito, 7 1/2km northwest of Corpozulia Campamento Carichuano"
37816	Cecropia_schreberiana	VE	Zulia	NA	11.03	-72.29	NA	"District Mara: pastured valley along road, near Hacienda rancho 55 2 1/2 km west of Corpozulia Campamento Carichuano."
37817	Ixora_floribunda	VE	Zulia	NA	11	-72.29	NA	"Distrito mara; forest remnant, 3km (by air) WSW of Corpozulia Campaamento Carichuano"
37821	Cestrum_alternifolium	VE	Zulia	NA	11.08	-72.26	NA	"Distrito Mara: forested river bank along Rio Guasare (south side), 8 km (by air) north of Corpozulia Campamento Carichuano, east of El Carbon Estacion Hidrometeorolgica (M.O.P.)"
37823	Psychotria_cuspidata	VE	Zulia	NA	11.02	-72.33	NA	"Cerro Los Manantiales, forested uppermost slopes and ridges, east Río Guasare, west Hacienda Los Manantiales, on property of Professor Morales, 12 km west of Corpozulia Campamento Carichuano"
37824	Trophis_racemosa	VE	Zulia	NA	11.04	-72.35	NA	"Cerro Cinco de Julio, western slopes to Río Guasare, 8 1/2-10 km (by air) northwest of Corpozulia Campamento Carichuano,"
37826	Philodendron_trujilloi	VE	Zulia	NA	11.02	-72.33	NA	"Cerro Los Manantiales, forested uppermost slopes and ridges, east of Río Guasare, west of Hacienda Los Manantiales, on property of Professor Morales, 12 km west of Corpozulia Campamento Carichuano."
37828	Acalypha_diversifolia	VE	Zulia	NA	11	-72.29	NA	"Distrito Mara: forest remnant, 3 km (by air) WSW of Corpozulia Campamento Carichuano."
37830	Solanum_torvum	VE	Zulia	NA	11.04	-72.28	NA	"Distrito Mara: undisturbed deciduous forest remnant on low hills, 4 km (by air) north of Corpozulia Campamento Carichuano."
37832	Psychotria_horizontalis	VE	Zulia	NA	11.08	-72.26	NA	"Distrito Mara: forested river bank along Río Guasare (south side), 8 km (by air) north of Corpozulia Campamento Carichuano, east of El Carbon Estación Hidro-meteorologica (M.O.P.)"
37834	Sporobolus_virginicus	VE	Zulia	NA	11.45	-72.03	NA	"Region Goajira. Carretera San Rafael del Moján, 1 km de Puerto Guerrero. Mpio. San Rafael. Distrito Mara"
37835	Dorstenia_contrajerva	VE	Zulia	NA	11	-72.29	NA	"Distrito Mara: forest remnant, 3 km (by air) WSW of Corpozulia Campamento Carichuano."
37836	Dorstenia_contrajerva	VE	Zulia	NA	11.04	-72.28	NA	"Distrito Mara; undisturbed deciduous forest. remnant on low hills, 4 km (by air) north of Corpozulia Campamento Carichuano."
37837	Passiflora_biflora	VE	Zulia	NA	11.08	-72.1	NA	"Dtto. Mara: cuenca del rio Guasare: via entre Represa Manuelote y Destacamento Guasare (La Yolanda) aprox. 30-35 km al SO de la Represa (2-4 Km al NE del Pozo de La Danta, en bosque de transici@3on de seco a siempreverde."
37838	Echinochloa_colona	VE	Zulia	NA	11.08	-72.25	NA	"Distrito Mara: wet grassy area by ford, south side of Río Guasare, east of El Carbon Estación Hidrometeorologica (M.O.P), north of Hacienda El Espejo, 8 km (by air) north of Corpozulia Campamento Carichuano,"
37840	Trophis_racemosa	VE	Zulia	NA	11.07	-72.28	NA	"Distrito Mara: crossing of Caño Colorado with Caño Roblecito, near Fundo Caño Colorado, 6 km NNW of Corpozulia Campamento Carichuano,"
37841	Tournefortia_maculata	VE	Zulia	NA	11.04	-72.28	NA	"Mara: undisturbed deciduous forest remnant on low hills, 4 km (by air) north of Corpozulia Campamento Carichuano."
37842	Commelina_erecta	VE	Zulia	NA	11.07	-72.3	NA	"Distirto Mara: Cerro Cinco de Julio, lower eastern slopes along Caño Roblecito, 7 1/2 km northwest of Corpozulia Campamento Carichuano"
37844	Cyperus_luzulae	VE	Zulia	NA	11.08	-72.25	NA	"Distrito Mera: wet grassy area by ford, south side of Río Guasare, E of El Carbon Estación Hidrometeorologica (M.O.P.), N of Hacienda El Espejo, 8 km (by air) N of Corpozulia Campamento Carichuano."
37846	Solanum_schlechtendalianum	VE	Zulia	NA	11.02	-72.33	NA	"Cerro Los Manantiales, forest uppermost slopes and ridges, east of Rio Guasare, west of Hacienda Los Manantiales, on propery of Professor Morales, 12 km west of Corpozulia Campamento Carichuano."
37847	Solanum_seaforthianum	VE	Zulia	NA	11	-72.29	NA	"Distrito mara; foret remnant, 3km (by air)WSW of Corpozulia Campento Carichuano"
37850	Solanum_hazenii	VE	Zulia	NA	11.03	-72.33	NA	"Upland open slopes west of Hacienda La Sierra, towards Hacienda Los Manatiales, 7 km west of Corpozulia Campamento Carichuano."
37852	NA_NA	VE	Zulia	NA	11	-72.28	NA	"Distrito Mara: forested hills, vicinity of experimental open pit coal mine, 1 km west of Corpozulia Campamento Carichuano."
726245	NA_NA	EC	Esmeraldas	NA	1.2153	-78.7647	NA	"La Chiquita, 5m, 11km SE San Lorenzo de Esmeraldas, Esmeraldas Prov., Ecuador"
726274	NA_NA	EC	Esmeraldas	NA	1.2153	-78.7647	NA	"La Chiquita, 5m, 11km SE San Lorenzo de Esmeraldas, Esmeraldas Prov., Ecuador"
726289	NA_NA	EC	Esmeraldas	NA	1.2153	-78.7647	NA	"La Chiquita, 5m, 11km SE San Lorenzo de Esmeraldas, Esmeraldas Prov., Ecuador"
726313	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Riverside forest."
726315	NA_NA	EC	ESMERALDAS	NA	1	-78.8	NA	"Río Santiago, upstream from Rocafuerte. Rain forest."
726316	NA_NA	EC	ESMERALDAS	NA	1.116	-79	NA	"Limones - Borbón, 5 km before Borbón. Riverside flooded forest."
726317	NA_NA	EC	ESMERALDAS	NA	1.016	-78.916	NA	"Cerro de la Tunda, ca. 15 km E of Maldonado on the Río Santiago, half an hour upstreams from Borbon.  Primary forest"
726318	NA_NA	EC	PICHINCHA	NA	1	-78.833	NA	"Carretera Quito - Puerto Quito, 47 km al este de Pedro Vicente Maldonado. Terrenos cultivados."
726319	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Riverside forest."
726320	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726321	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Rain forest."
726322	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Rain forest."
726323	NA_NA	EC	ESMERALDAS	NA	1.05	-78.816	NA	Río Santiago at Concepción. Riverside forest.
726324	NA_NA	EC	ESMERALDAS	NA	1.116	-79	NA	"Limones - Borbón, 5 km before Borbón. Riverside flooded forest."
726325	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Rain forest."
726326	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726327	NA_NA	EC	PICHINCHA	NA	1	-78.833	NA	"Carretera Quito - Puerto Quito, 47 km al este de Pedro Vicente Maldonado. Terrenos cultivados."
726328	NA_NA	EC	ESMERALDAS	NA	1.05	-78.833	NA	"Río Santiago at Concepción. Rain forest, dominated of palms, often inundated."
726329	NA_NA	EC	ESMERALDAS	NA	1.05	-78.833	NA	"Río Santiago at Concepción. Rain forest, dominated of palms, often inundated."
726330	NA_NA	EC	ESMERALDAS	NA	1	-78.8	NA	"Río Santiago, upstream from Rocafuerte. Rain forest."
726331	NA_NA	EC	ESMERALDAS	NA	1.266	-78.833	NA	San Lorenzo. Around houses
726332	NA_NA	EC	ESMERALDAS	NA	1.1	-78.983	NA	"Limones - Borbón, 10 km before Borbón. Pachira dominating riverside forest."
726333	NA_NA	EC	ESMERALDAS	NA	1	-78.8	NA	"Río Santiago, upstream from Rocafuerte. Rain forest."
726334	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726335	NA_NA	EC	ESMERALDAS	NA	1.05	-78.816	NA	Río Santiago at Concepción. Riverside forest.
726336	NA_NA	EC	Esmeraldas	NA	1.066	-78.65	NA	"Road Lita-San Lorenzo, km 46.7. Tall wet forest on undulating ground."
726337	NA_NA	EC	ESMERALDAS	NA	1.05	-78.816	NA	Río Santiago at Concepción. Riverside forest.
726338	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726339	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726340	NA_NA	EC	ESMERALDAS	NA	1.05	-78.833	NA	"Río Santiago at Concepción. Rain forest, dominated of palms, often inundated."
726341	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Ridge N of Gualpí Alto area. Disturbed wet forest.
726342	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Rain forest."
726343	NA_NA	EC	ESMERALDAS	NA	1	-78.8	NA	"Río Santiago, upstream from Rocafuerte. Rain forest."
726344	NA_NA	EC	ESMERALDAS	NA	1.016	-78.816	NA	Río Santiago at Rocafuerte. Riverbed vegetation.
726345	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726346	NA_NA	EC	ESMERALDAS	NA	1.05	-78.833	NA	"Río Santiago at Concepción. Rain forest, dominated of palms, often inundated."
726347	NA_NA	EC	CARCHI	NA	1.033	-78.383	NA	Gualpí Alto area. Disturbed wet forest.
726348	NA_NA	EC	ESMERALDAS	NA	1.05	-78.833	NA	"Río Santiago at Concepción. Rain forest, dominated of palms, often inundated."
726349	NA_NA	EC	ESMERALDAS	NA	1.05	-78.833	NA	"Río Santiago at Concepción. Rain forest, dominated of palms, often inundated."
726350	NA_NA	EC	ESMERALDAS	NA	1.033	-78.816	NA	Río Santiago at Rocafuerte. Riverside forest.
726351	NA_NA	EC	ESMERALDAS	NA	1.05	-79	NA	"Río Cayapas, Cooperativa la Concordia, half an hour upstream from Borbón. Rain forest."
726352	NA_NA	EC	NA	NA	1.0166667	-78.816666	NA	"Small eastern tributary to Rio Huimbi, Rio Santiago drainage, about 2 km SSE of Rocafuerte on Pacific slope"
726353	NA_NA	EC	Esmeraldas	NA	1.091667	-78.98333	NA	"Lower Rio Santiago, near village of Borbon, or in pools and marshes near river, prov. Esmeraldas; alt. under 10 m."
726373	NA_NA	EC	Emeraldas	NA	1.288	-78.8	NA	San Lorenzo
726374	NA_NA	EC	Emeraldas	NA	1.288	-78.8	NA	San Lorenzo
726439	NA_NA	EC	CARCHI	NA	1.011446	-78.24238	NA	CHICAL
726454	NA_NA	EC	Esmeraldas	NA	1.08	-78.67	NA	Along Río San Juan 0.7 km N of Lita-San Lorenzo Road.
726455	NA_NA	EC	Esmeraldas	NA	1.08	-78.67	NA	Along Río San Juan 0.7 km N of Lita-San Lorenzo Road.
726456	NA_NA	EC	Esmeraldas	NA	1.12	-78.62	NA	Further along trail to Río Mataje Awá encampment from Río Palaví   encampment. Mataje beginning at point left from previous day on top of hill  at 230 m
726457	NA_NA	EC	Carchi	Tulcán	1	-78.4	NA	Parroquia Tobar Donoso. Sector Sabalera. Reserva Indígena Awá. Bosque primario Noreste Casa Comunal. Bosque muy húmedo premontano.
922958	NA_NA	PE	Loreto	Maynas	-0.12	-75.25	NA	"1-5 km from Puerto Peru, military post 8 km from mouth of Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador. On trail to Río Napo, non-inundated lowland forest"
922982	NA_NA	PE	Loreto	Maynas	-0.12	-75.25	NA	"1-2 km from Puerto Peru, military post 8 km from mouth of Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador. On trail to Río Napo, non-inundated lowland forest"
923012	NA_NA	PE	Loreto	Maynas	-0.12	-75.25	NA	"1-5 km from Puerto Peru, military post 8 km from mouth of Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador. On trail to Río Napo, non-inundated lowland forest"
923030	NA_NA	PE	Loreto	Maynas	-0.12	-75.25	NA	"1-2 km from Puerto Peru, military post 8 km from mouth of Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador. On trail to Río Napo, non-inundated lowland forest"
923031	NA_NA	PE	Loreto	Maynas	-0.13	-75.27	NA	"Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador.  Riverside between mouth and Puerto Peru, border post 8 km upriver."
923074	Schultzichthys_bondi	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO"
923075	Serrapinnus_heterodon	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
